contig	length	type
VIRSorter_utg000735l_segment0_LN:i:56077_RC:i:1462_XC:f:0_920354	56077	l
VIRSorter_utg000736l_segment0_LN:i:23661_RC:i:495_XC:f:0_958333	23661	l
VIRSorter_utg000745l_segment0_LN:i:79347_RC:i:2861_XC:f:0_918239	79347	l
VIRSorter_utg000746l_segment0_LN:i:48534_RC:i:2491_XC:f:0_979592	48534	l
VIRSorter_utg000747l_segment0_LN:i:18159_RC:i:2368_XC:f:1_000000	18159	l
VIRSorter_utg000749l_segment0_LN:i:148460_RC:i:3115_XC:f:0_973064	148460	l
VIRSorter_utg000750l_segment0_LN:i:14373_RC:i:131_XC:f:0_827586	14373	l
VIRSorter_utg000752l_segment0_LN:i:27802_RC:i:5182_XC:f:1_000000	27802	l
VIRSorter_utg000753l_segment0_LN:i:80712_RC:i:6212_XC:f:0_993827	80712	l
VIRSorter_utg000757l_segment0_LN:i:11397_RC:i:4329_XC:f:1_000000	11397	l
VIRSorter_utg000758l_segment0_LN:i:17991_RC:i:962_XC:f:1_000000	17991	l
VIRSorter_utg000762l_segment0_LN:i:34389_RC:i:5235_XC:f:0_985507	34389	l
VIRSorter_utg000763l_segment0_LN:i:78160_RC:i:2395_XC:f:0_974522	78160	l
VIRSorter_utg000764l_segment0_LN:i:39796_RC:i:9508_XC:f:1_000000	39796	l
VIRSorter_utg000771l_segment0_LN:i:23189_RC:i:3347_XC:f:0_978723	23189	l
VIRSorter_utg000774l_segment0_LN:i:75231_RC:i:3767_XC:f:0_993377	75231	l
VIRSorter_utg000775l_segment0_LN:i:67262_RC:i:3740_XC:f:0_992593	67262	l
VIRSorter_utg000778l_segment0_LN:i:25790_RC:i:2635_XC:f:0_980769	25790	l
VIRSorter_utg000779l_segment0_LN:i:11124_RC:i:714_XC:f:1_000000	11124	l
VIRSorter_utg000780l_segment0_LN:i:81321_RC:i:3692_XC:f:1_000000	81321	l
VIRSorter_utg000781l_segment0_LN:i:22301_RC:i:2141_XC:f:1_000000	22301	l
VIRSorter_utg000782l_segment0_LN:i:11184_RC:i:457_XC:f:0_869565	11184	l
VIRSorter_utg000784l_segment0_LN:i:22499_RC:i:1535_XC:f:1_000000	22499	l
VIRSorter_utg000785l_segment0_LN:i:29689_RC:i:2676_XC:f:0_983333	29689	l
VIRSorter_utg000786l_segment0_LN:i:10914_RC:i:574_XC:f:1_000000	10914	l
VIRSorter_utg000787l_segment0_LN:i:105259_RC:i:5895_XC:f:0_995261	105259	l
VIRSorter_utg000788l_segment0_LN:i:140795_RC:i:11465_XC:f:0_982270	140795	l
VIRSorter_utg000792l_segment0_LN:i:87733_RC:i:3457_XC:f:0_994318	87733	l
VIRSorter_utg000794l_segment0_LN:i:10747_RC:i:1776_XC:f:1_000000	10747	l
VIRSorter_utg000800l_segment0_LN:i:58834_RC:i:2301_XC:f:1_000000	58834	l
VIRSorter_utg000802l_segment0_LN:i:24626_RC:i:2917_XC:f:0_980000	24626	l
VIRSorter_utg000803l_segment0_LN:i:19159_RC:i:5577_XC:f:1_000000	19159	l
VIRSorter_utg000812l_segment0_LN:i:181060_RC:i:10678_XC:f:1_000000	181060	l
VIRSorter_utg000813l_segment0_LN:i:19066_RC:i:3660_XC:f:0_974359	19066	l
VIRSorter_utg000817l_segment0_LN:i:19241_RC:i:3485_XC:f:0_974359	19241	l
VIRSorter_utg000819l_segment0_LN:i:11302_RC:i:911_XC:f:1_000000	11302	l
VIRSorter_utg000820l_segment0_LN:i:12508_RC:i:1475_XC:f:0_961538	12508	l
VIRSorter_utg000821l_segment0_LN:i:10979_RC:i:1318_XC:f:1_000000	10979	l
VIRSorter_utg000824l_segment0_LN:i:21427_RC:i:1344_XC:f:1_000000	21427	l
VIRSorter_utg000826l_segment0_LN:i:77053_RC:i:1435_XC:f:0_987097	77053	l
VIRSorter_utg000827l_segment0_LN:i:25189_RC:i:234_XC:f:0_862745	25189	l
VIRSorter_utg000831l_segment0_LN:i:30079_RC:i:2104_XC:f:0_950820	30079	l
VIRSorter_utg000832l_segment0_LN:i:49336_RC:i:873_XC:f:0_969697	49336	l
VIRSorter_utg000835l_segment0_LN:i:50665_RC:i:5974_XC:f:1_000000	50665	l
VIRSorter_utg000836l_segment0_LN:i:39016_RC:i:5266_XC:f:1_000000	39016	l
VIRSorter_utg000842l_segment0_LN:i:43879_RC:i:2705_XC:f:1_000000	43879	l
VIRSorter_utg000847l_segment0_LN:i:28405_RC:i:1603_XC:f:1_000000	28405	l
VIRSorter_utg000849l_segment0_LN:i:57248_RC:i:2094_XC:f:1_000000	57248	l
VIRSorter_utg000851l_segment0_LN:i:27662_RC:i:5193_XC:f:1_000000	27662	l
VIRSorter_utg000855l_segment0_LN:i:18003_RC:i:1744_XC:f:0_972973	18003	l
VIRSorter_utg000856l_segment0_LN:i:14973_RC:i:2643_XC:f:0_966667	14973	l
VIRSorter_utg000858l_segment0_LN:i:59138_RC:i:9772_XC:f:1_000000	59138	l
VIRSorter_utg000864l_segment0_LN:i:13462_RC:i:2337_XC:f:1_000000	13462	l
VIRSorter_utg000868l_segment0_LN:i:39559_RC:i:4951_XC:f:1_000000	39559	l
VIRSorter_utg000875l_segment0_LN:i:29159_RC:i:1564_XC:f:0_932203	29159	l
VIRSorter_utg000876l_segment0_LN:i:35737_RC:i:1432_XC:f:0_902778	35737	l
VIRSorter_utg000878l_segment0_LN:i:60744_RC:i:7519_XC:f:1_000000	60744	l
VIRSorter_utg000881l_segment0_LN:i:20678_RC:i:182_XC:f:0_785714	20678	l
VIRSorter_utg000882l_segment0_LN:i:19480_RC:i:928_XC:f:1_000000	19480	l
VIRSorter_utg000883l_segment0_LN:i:63400_RC:i:1287_XC:f:0_897638	63400	l
VIRSorter_utg000884l_segment0_LN:i:57112_RC:i:7891_XC:f:0_991304	57112	l
VIRSorter_utg000889l_segment0_LN:i:40839_RC:i:3914_XC:f:1_000000	40839	l
VIRSorter_utg000890c_segment0_LN:i:51934_RC:i:1551_XC:f:0_980769	51934	l
VIRSorter_utg000891l_segment0_LN:i:46414_RC:i:2687_XC:f:1_000000	46414	l
VIRSorter_utg000892l_segment0_LN:i:19782_RC:i:1898_XC:f:1_000000	19782	l
VIRSorter_utg000896l_segment0_LN:i:13438_RC:i:1096_XC:f:1_000000	13438	l
VIRSorter_utg000898l_segment0_LN:i:19695_RC:i:516_XC:f:0_900000	19695	l
VIRSorter_utg000900l_segment0_LN:i:15115_RC:i:911_XC:f:0_935484	15115	l
VIRSorter_utg000902l_segment0_LN:i:16697_RC:i:1010_XC:f:1_000000	16697	l
VIRSorter_utg000904l_segment0_LN:i:19461_RC:i:807_XC:f:1_000000	19461	l
VIRSorter_utg000905l_segment0_LN:i:104573_RC:i:4046_XC:f:0_976190	104573	l
VIRSorter_utg000906l_segment0_LN:i:18651_RC:i:2801_XC:f:1_000000	18651	l
VIRSorter_utg000907l_segment0_LN:i:17837_RC:i:1246_XC:f:1_000000	17837	l
VIRSorter_utg000908l_segment0_LN:i:10424_RC:i:347_XC:f:0_904762	10424	l
VIRSorter_utg000909l_segment0_LN:i:80783_RC:i:14591_XC:f:0_993827	80783	l
VIRSorter_utg000910l_segment0_LN:i:98367_RC:i:2788_XC:f:0_974619	98367	l
VIRSorter_utg000911l_segment0_LN:i:13688_RC:i:1308_XC:f:0_964286	13688	l
VIRSorter_utg000912l_segment0_LN:i:17762_RC:i:359_XC:f:0_972222	17762	l
VIRSorter_utg000913l_segment0_LN:i:14013_RC:i:870_XC:f:0_965517	14013	l
VIRSorter_utg000916l_segment0_LN:i:26750_RC:i:1446_XC:f:1_000000	26750	l
VIRSorter_utg000918l_segment0_LN:i:97343_RC:i:2236_XC:f:0_984615	97343	l
VIRSorter_utg000920l_segment0_LN:i:11595_RC:i:2395_XC:f:0_958333	11595	l
VIRSorter_utg000921l_segment0_LN:i:40005_RC:i:2557_XC:f:0_987654	40005	l
VIRSorter_utg000922l_segment0_LN:i:32985_RC:i:3014_XC:f:0_969697	32985	l
VIRSorter_utg000923l_segment0_LN:i:21914_RC:i:1669_XC:f:1_000000	21914	l
VIRSorter_utg000924l_segment0_LN:i:33996_RC:i:3490_XC:f:1_000000	33996	l
VIRSorter_utg000925l_segment0_LN:i:19892_RC:i:1989_XC:f:1_000000	19892	l
VIRSorter_utg000927l_segment0_LN:i:31462_RC:i:3036_XC:f:0_984127	31462	l
VIRSorter_utg000930l_segment0_LN:i:13481_RC:i:469_XC:f:1_000000	13481	l
VIRSorter_utg000932l_segment0_LN:i:12096_RC:i:374_XC:f:1_000000	12096	l
VIRSorter_utg000933l_segment0_LN:i:32877_RC:i:4333_XC:f:1_000000	32877	l
VIRSorter_utg000934l_segment0_LN:i:14281_RC:i:3510_XC:f:1_000000	14281	l
VIRSorter_utg000939l_segment0_LN:i:77503_RC:i:2109_XC:f:0_993590	77503	l
VIRSorter_utg000941l_segment0_LN:i:12503_RC:i:1435_XC:f:0_961538	12503	l
VIRSorter_utg000942l_segment0_LN:i:14129_RC:i:3598_XC:f:1_000000	14129	l
VIRSorter_utg000943l_segment0_LN:i:33630_RC:i:1788_XC:f:0_985294	33630	l
VIRSorter_utg000944l_segment0_LN:i:22277_RC:i:793_XC:f:1_000000	22277	l
VIRSorter_utg000946l_segment0_LN:i:64320_RC:i:4576_XC:f:0_992248	64320	l
VIRSorter_utg000953l_segment0_LN:i:12101_RC:i:1418_XC:f:1_000000	12101	l
VIRSorter_utg000954l_segment0_LN:i:17478_RC:i:284_XC:f:0_914286	17478	l
VIRSorter_utg000957l_segment0_LN:i:33462_RC:i:5446_XC:f:0_970149	33462	l
VIRSorter_utg000958l_segment0_LN:i:248856_RC:i:5097_XC:f:0_987952	248856	l
VIRSorter_utg000961l_segment0_LN:i:23859_RC:i:2391_XC:f:0_979167	23859	l
VIRSorter_utg000964l_segment0_LN:i:39506_RC:i:2310_XC:f:0_987500	39506	l
VIRSorter_utg000965l_segment0_LN:i:49615_RC:i:4216_XC:f:0_990000	49615	l
VIRSorter_utg000966l_segment0_LN:i:20704_RC:i:3709_XC:f:1_000000	20704	l
VIRSorter_utg000967l_segment0_LN:i:26885_RC:i:2325_XC:f:1_000000	26885	l
VIRSorter_utg000969l_segment0_LN:i:42951_RC:i:1539_XC:f:1_000000	42951	l
VIRSorter_utg000971l_segment0_LN:i:37607_RC:i:7133_XC:f:0_986842	37607	l
VIRSorter_utg000973l_segment0_LN:i:14281_RC:i:98_XC:f:0_724138	14281	l
VIRSorter_utg000974l_segment0_LN:i:11345_RC:i:3554_XC:f:0_913043	11345	l
VIRSorter_utg000975l_segment0_LN:i:173696_RC:i:21823_XC:f:0_997126	173696	l
VIRSorter_utg000978l_segment0_LN:i:57952_RC:i:3190_XC:f:0_991379	57952	l
VIRSorter_utg000986l_segment0_LN:i:18184_RC:i:3145_XC:f:1_000000	18184	l
VIRSorter_utg000989l_segment0_LN:i:17397_RC:i:511_XC:f:1_000000	17397	l
VIRSorter_utg000990l_segment0_LN:i:25825_RC:i:1144_XC:f:0_980769	25825	l
VIRSorter_utg000993l_segment0_LN:i:11651_RC:i:838_XC:f:1_000000	11651	l
VIRSorter_utg000997l_segment0_LN:i:81793_RC:i:1590_XC:f:0_945122	81793	l
VIRSorter_utg000999c_segment0_LN:i:50456_RC:i:4332_XC:f:1_000000	50456	l
VIRSorter_utg001001l_segment0_LN:i:10548_RC:i:2595_XC:f:1_000000	10548	l
VIRSorter_utg001003l_segment0_LN:i:35195_RC:i:8812_XC:f:1_000000	35195	l
VIRSorter_utg001004l_segment0_LN:i:14065_RC:i:2220_XC:f:1_000000	14065	l
VIRSorter_utg001006l_segment0_LN:i:10199_RC:i:307_XC:f:1_000000	10199	l
VIRSorter_utg001007l_segment0_LN:i:23890_RC:i:1323_XC:f:1_000000	23890	l
VIRSorter_utg001008l_segment0_LN:i:15053_RC:i:716_XC:f:1_000000	15053	l
VIRSorter_utg001009l_segment0_LN:i:42836_RC:i:1883_XC:f:0_976744	42836	l
VIRSorter_utg001011l_segment0_LN:i:54087_RC:i:1899_XC:f:1_000000	54087	l
VIRSorter_utg001012l_segment0_LN:i:13881_RC:i:527_XC:f:1_000000	13881	l
VIRSorter_utg001016l_segment0_LN:i:38386_RC:i:496_XC:f:0_870130	38386	l
VIRSorter_utg001017l_segment0_LN:i:25591_RC:i:3268_XC:f:0_980769	25591	l
VIRSorter_utg001018l_segment0_LN:i:49447_RC:i:1125_XC:f:0_969697	49447	l
VIRSorter_utg001019l_segment0_LN:i:24735_RC:i:3339_XC:f:1_000000	24735	l
VIRSorter_utg001020l_segment0_LN:i:57639_RC:i:2445_XC:f:0_931034	57639	l
VIRSorter_utg001021l_segment0_LN:i:16231_RC:i:825_XC:f:0_969697	16231	l
VIRSorter_utg001022l_segment0_LN:i:19597_RC:i:1528_XC:f:1_000000	19597	l
VIRSorter_utg001023l_segment0_LN:i:61070_RC:i:2771_XC:f:0_975610	61070	l
VIRSorter_utg001026l_segment0_LN:i:141639_RC:i:10164_XC:f:0_996479	141639	l
VIRSorter_utg001027l_segment0_LN:i:106336_RC:i:1537_XC:f:0_953052	106336	l
VIRSorter_utg001028l_segment0_LN:i:26573_RC:i:1308_XC:f:0_962963	26573	l
VIRSorter_utg001029l_segment0_LN:i:11861_RC:i:595_XC:f:1_000000	11861	l
VIRSorter_utg001030l_segment0_LN:i:41157_RC:i:3443_XC:f:1_000000	41157	l
VIRSorter_utg001033l_segment0_LN:i:15366_RC:i:7266_XC:f:1_000000	15366	l
VIRSorter_utg001035l_segment0_LN:i:15831_RC:i:17804_XC:f:1_000000	15831	l
VIRSorter_utg001036l_segment0_LN:i:12833_RC:i:2107_XC:f:1_000000	12833	l
VIRSorter_utg001037l_segment0_LN:i:21696_RC:i:4194_XC:f:1_000000	21696	l
VIRSorter_utg001038l_segment0_LN:i:15767_RC:i:1904_XC:f:1_000000	15767	l
VIRSorter_utg001039l_segment0_LN:i:14163_RC:i:1732_XC:f:1_000000	14163	l
VIRSorter_utg001043l_segment0_LN:i:18393_RC:i:1651_XC:f:1_000000	18393	l
VIRSorter_utg001046l_segment0_LN:i:53800_RC:i:4742_XC:f:1_000000	53800	l
VIRSorter_utg001053l_segment0_LN:i:11191_RC:i:824_XC:f:1_000000	11191	l
VIRSorter_utg001057l_segment0_LN:i:37432_RC:i:4923_XC:f:1_000000	37432	l
VIRSorter_utg001058l_segment0_LN:i:18850_RC:i:484_XC:f:0_763158	18850	l
VIRSorter_utg001061l_segment0_LN:i:12834_RC:i:1863_XC:f:1_000000	12834	l
VIRSorter_utg001063l_segment0_LN:i:23306_RC:i:2823_XC:f:0_978723	23306	l
VIRSorter_utg001064l_segment0_LN:i:161899_RC:i:6867_XC:f:0_990741	161899	l
VIRSorter_utg001065l_segment0_LN:i:20140_RC:i:2545_XC:f:0_926829	20140	l
VIRSorter_utg001066l_segment0_LN:i:24995_RC:i:1136_XC:f:0_980000	24995	l
VIRSorter_utg001067l_segment0_LN:i:21659_RC:i:1557_XC:f:1_000000	21659	l
VIRSorter_utg001068l_segment0_LN:i:43688_RC:i:7246_XC:f:1_000000	43688	l
VIRSorter_utg001071l_segment0_LN:i:14123_RC:i:1608_XC:f:1_000000	14123	l
VIRSorter_utg001074l_segment0_LN:i:26028_RC:i:2465_XC:f:0_943396	26028	l
VIRSorter_utg001075l_segment0_LN:i:50206_RC:i:3606_XC:f:0_990099	50206	l
VIRSorter_utg001076l_segment0_LN:i:24662_RC:i:1109_XC:f:0_960000	24662	l
VIRSorter_utg001079l_segment0_LN:i:31298_RC:i:1182_XC:f:0_968254	31298	l
VIRSorter_utg001081l_segment0_LN:i:11701_RC:i:97_XC:f:0_750000	11701	l
VIRSorter_utg001083l_segment0_LN:i:14088_RC:i:364_XC:f:0_931034	14088	l
VIRSorter_utg001084l_segment0_LN:i:13602_RC:i:1006_XC:f:1_000000	13602	l
VIRSorter_utg001086l_segment0_LN:i:92737_RC:i:2763_XC:f:0_989247	92737	l
VIRSorter_utg001088l_segment0_LN:i:31973_RC:i:3582_XC:f:0_984375	31973	l
VIRSorter_utg001092l_segment0_LN:i:38811_RC:i:4835_XC:f:1_000000	38811	l
VIRSorter_utg001093l_segment0_LN:i:21673_RC:i:450_XC:f:0_931818	21673	l
VIRSorter_utg001094l_segment0_LN:i:14192_RC:i:1833_XC:f:1_000000	14192	l
VIRSorter_utg001096l_segment0_LN:i:28683_RC:i:3470_XC:f:1_000000	28683	l
VIRSorter_utg001099l_segment0_LN:i:10250_RC:i:485_XC:f:0_952381	10250	l
VIRSorter_utg001102l_segment0_LN:i:16744_RC:i:307_XC:f:0_970588	16744	l
VIRSorter_utg001103l_segment0_LN:i:10929_RC:i:212_XC:f:0_954545	10929	l
VIRSorter_utg001104l_segment0_LN:i:34098_RC:i:1796_XC:f:0_985507	34098	l
VIRSorter_utg001105l_segment0_LN:i:16867_RC:i:3205_XC:f:0_970588	16867	l
VIRSorter_utg001106l_segment0_LN:i:18905_RC:i:2451_XC:f:1_000000	18905	l
VIRSorter_utg001107l_segment0_LN:i:13645_RC:i:922_XC:f:0_964286	13645	l
VIRSorter_utg001108l_segment0_LN:i:12774_RC:i:1770_XC:f:1_000000	12774	l
VIRSorter_utg001110l_segment0_LN:i:13846_RC:i:188_XC:f:1_000000	13846	l
VIRSorter_utg001112l_segment0_LN:i:24959_RC:i:929_XC:f:0_960000	24959	l
VIRSorter_utg001112l_segment1_LN:i:14750_RC:i:508_XC:f:0_933333	14750	l
VIRSorter_utg001118l_segment0_LN:i:26075_RC:i:3804_XC:f:1_000000	26075	l
VIRSorter_utg001119l_segment0_LN:i:13809_RC:i:1440_XC:f:1_000000	13809	l
VIRSorter_utg001125l_segment0_LN:i:55746_RC:i:3934_XC:f:0_964286	55746	l
VIRSorter_utg001127l_segment0_LN:i:33442_RC:i:964_XC:f:0_985075	33442	l
VIRSorter_utg001128l_segment0_LN:i:97426_RC:i:4200_XC:f:0_994872	97426	l
VIRSorter_utg001129l_segment0_LN:i:52837_RC:i:2655_XC:f:1_000000	52837	l
VIRSorter_utg001130l_segment0_LN:i:14064_RC:i:956_XC:f:1_000000	14064	l
VIRSorter_utg001131l_segment0_LN:i:24335_RC:i:1223_XC:f:0_979592	24335	l
VIRSorter_utg001132l_segment0_LN:i:35866_RC:i:922_XC:f:0_930556	35866	l
VIRSorter_utg001135l_segment1_LN:i:64153_RC:i:2181_XC:f:0_945736	64153	l
VIRSorter_utg001138l_segment0_LN:i:12656_RC:i:293_XC:f:1_000000	12656	l
VIRSorter_utg001139l_segment0_LN:i:16449_RC:i:1615_XC:f:1_000000	16449	l
VIRSorter_utg001142l_segment0_LN:i:16900_RC:i:378_XC:f:0_882353	16900	l
VIRSorter_utg001143l_segment0_LN:i:30440_RC:i:7107_XC:f:1_000000	30440	l
VIRSorter_utg001144l_segment0_LN:i:21595_RC:i:1267_XC:f:0_954545	21595	l
VIRSorter_utg001145l_segment0_LN:i:14538_RC:i:1440_XC:f:0_900000	14538	l
VIRSorter_utg001146l_segment0_LN:i:46852_RC:i:1717_XC:f:0_968085	46852	l
VIRSorter_utg001147l_segment0_LN:i:27643_RC:i:4819_XC:f:1_000000	27643	l
VIRSorter_utg001149l_segment0_LN:i:12126_RC:i:460_XC:f:0_920000	12126	l
VIRSorter_utg001151l_segment0_LN:i:45146_RC:i:2056_XC:f:1_000000	45146	l
VIRSorter_utg001153l_segment0_LN:i:26427_RC:i:2982_XC:f:0_962264	26427	l
VIRSorter_utg001154l_segment0_LN:i:83705_RC:i:1858_XC:f:0_988095	83705	l
VIRSorter_utg001156l_segment0_LN:i:21681_RC:i:6556_XC:f:1_000000	21681	l
VIRSorter_utg001157l_segment0_LN:i:45338_RC:i:5080_XC:f:1_000000	45338	l
VIRSorter_utg001162l_segment0_LN:i:16371_RC:i:1399_XC:f:1_000000	16371	l
VIRSorter_utg001163l_segment0_LN:i:27071_RC:i:4452_XC:f:1_000000	27071	l
VIRSorter_utg001167l_segment0_LN:i:14983_RC:i:722_XC:f:1_000000	14983	l
VIRSorter_utg001169l_segment0_LN:i:26479_RC:i:881_XC:f:1_000000	26479	l
VIRSorter_utg001170l_segment0_LN:i:13824_RC:i:7806_XC:f:1_000000	13824	l
VIRSorter_utg001171l_segment0_LN:i:192212_RC:i:6080_XC:f:1_000000	192212	l
VIRSorter_utg001172l_segment0_LN:i:11543_RC:i:789_XC:f:1_000000	11543	l
VIRSorter_utg001173l_segment0_LN:i:47916_RC:i:1286_XC:f:1_000000	47916	l
VIRSorter_utg001178l_segment0_LN:i:56676_RC:i:3411_XC:f:1_000000	56676	l
VIRSorter_utg001182l_segment0_LN:i:20449_RC:i:4796_XC:f:1_000000	20449	l
VIRSorter_utg001183l_segment0_LN:i:26679_RC:i:6606_XC:f:0_944444	26679	l
VIRSorter_utg001185l_segment0_LN:i:20679_RC:i:4620_XC:f:1_000000	20679	l
VIRSorter_utg001187l_segment0_LN:i:117528_RC:i:4214_XC:f:1_000000	117528	l
VIRSorter_utg001188l_segment0_LN:i:19002_RC:i:232_XC:f:0_897436	19002	l
VIRSorter_utg001193l_segment0_LN:i:30316_RC:i:4107_XC:f:1_000000	30316	l
VIRSorter_utg001194l_segment0_LN:i:44375_RC:i:6204_XC:f:0_988764	44375	l
VIRSorter_utg001195l_segment0_LN:i:24913_RC:i:3011_XC:f:1_000000	24913	l
VIRSorter_utg001198l_segment0_LN:i:55437_RC:i:2092_XC:f:1_000000	55437	l
VIRSorter_utg001201l_segment0_LN:i:52601_RC:i:3853_XC:f:0_990566	52601	l
VIRSorter_utg001202l_segment0_LN:i:38245_RC:i:2100_XC:f:1_000000	38245	l
VIRSorter_utg001204l_segment0_LN:i:12258_RC:i:1490_XC:f:1_000000	12258	l
VIRSorter_utg001205l_segment0_LN:i:38773_RC:i:3461_XC:f:0_987179	38773	l
VIRSorter_utg001206l_segment0_LN:i:11380_RC:i:2277_XC:f:1_000000	11380	l
VIRSorter_utg001208l_segment0_LN:i:29830_RC:i:1086_XC:f:0_983333	29830	l
VIRSorter_utg001215l_segment0_LN:i:41295_RC:i:2557_XC:f:0_963855	41295	l
VIRSorter_utg001216l_segment0_LN:i:10969_RC:i:319_XC:f:0_954545	10969	l
VIRSorter_utg001217l_segment0_LN:i:13123_RC:i:289_XC:f:1_000000	13123	l
VIRSorter_utg001218l_segment0_LN:i:21507_RC:i:447_XC:f:0_909091	21507	l
VIRSorter_utg001220l_segment0_LN:i:60760_RC:i:1831_XC:f:0_983607	60760	l
VIRSorter_utg001221l_segment0_LN:i:14395_RC:i:3601_XC:f:1_000000	14395	l
VIRSorter_utg001223l_segment0_LN:i:22517_RC:i:1465_XC:f:0_978261	22517	l
VIRSorter_utg001225c_segment0_LN:i:50620_RC:i:5621_XC:f:1_000000	50620	l
VIRSorter_utg001227l_segment0_LN:i:13568_RC:i:3712_XC:f:1_000000	13568	l
VIRSorter_utg001228l_segment0_LN:i:37249_RC:i:3443_XC:f:1_000000	37249	l
VIRSorter_utg001229l_segment0_LN:i:11395_RC:i:657_XC:f:0_956522	11395	l
VIRSorter_utg001234l_segment0_LN:i:46757_RC:i:4003_XC:f:1_000000	46757	l
VIRSorter_utg001239l_segment0_LN:i:12433_RC:i:1179_XC:f:1_000000	12433	l
VIRSorter_utg001240l_segment0_LN:i:38726_RC:i:2759_XC:f:0_961538	38726	l
VIRSorter_utg001243l_segment0_LN:i:21983_RC:i:1751_XC:f:1_000000	21983	l
VIRSorter_utg001244l_segment0_LN:i:67054_RC:i:1626_XC:f:0_977778	67054	l
VIRSorter_utg001251l_segment0_LN:i:19027_RC:i:1965_XC:f:0_923077	19027	l
VIRSorter_utg001252l_segment0_LN:i:10208_RC:i:1255_XC:f:1_000000	10208	l
VIRSorter_utg001253l_segment0_LN:i:57276_RC:i:8671_XC:f:1_000000	57276	l
VIRSorter_utg001254l_segment0_LN:i:15838_RC:i:2186_XC:f:1_000000	15838	l
VIRSorter_utg001255l_segment0_LN:i:152077_RC:i:3026_XC:f:0_970492	152077	l
VIRSorter_utg001258l_segment0_LN:i:20514_RC:i:758_XC:f:0_976190	20514	l
VIRSorter_utg001263l_segment0_LN:i:17750_RC:i:978_XC:f:1_000000	17750	l
VIRSorter_utg001264l_segment0_LN:i:50847_RC:i:1140_XC:f:0_990196	50847	l
VIRSorter_utg001265l_segment0_LN:i:32566_RC:i:1969_XC:f:1_000000	32566	l
VIRSorter_utg001267l_segment0_LN:i:17187_RC:i:173_XC:f:0_942857	17187	l
VIRSorter_utg001269l_segment0_LN:i:13231_RC:i:1414_XC:f:1_000000	13231	l
VIRSorter_utg001271l_segment0_LN:i:11267_RC:i:1952_XC:f:0_956522	11267	l
VIRSorter_utg001275l_segment0_LN:i:22112_RC:i:2635_XC:f:0_977778	22112	l
VIRSorter_utg001276l_segment0_LN:i:13071_RC:i:649_XC:f:0_962963	13071	l
VIRSorter_utg001277l_segment0_LN:i:38454_RC:i:7555_XC:f:0_974026	38454	l
VIRSorter_utg001278l_segment0_LN:i:22409_RC:i:244_XC:f:0_733333	22409	l
VIRSorter_utg001284l_segment0_LN:i:91372_RC:i:8189_XC:f:1_000000	91372	l
VIRSorter_utg001286l_segment0_LN:i:25241_RC:i:3074_XC:f:0_921569	25241	l
VIRSorter_utg001288l_segment0_LN:i:22687_RC:i:2089_XC:f:0_978261	22687	l
VIRSorter_utg001292l_segment0_LN:i:15119_RC:i:178_XC:f:0_709677	15119	l
VIRSorter_utg001293l_segment0_LN:i:27486_RC:i:4680_XC:f:1_000000	27486	l
VIRSorter_utg001296l_segment0_LN:i:11957_RC:i:1073_XC:f:1_000000	11957	l
VIRSorter_utg001298l_segment0_LN:i:11075_RC:i:1068_XC:f:1_000000	11075	l
VIRSorter_utg001301l_segment0_LN:i:25046_RC:i:529_XC:f:1_000000	25046	l
VIRSorter_utg001302l_segment0_LN:i:42324_RC:i:986_XC:f:0_988235	42324	l
VIRSorter_utg001303l_segment1_LN:i:22283_RC:i:1532_XC:f:0_977778	22283	l
VIRSorter_utg001304l_segment0_LN:i:20812_RC:i:862_XC:f:1_000000	20812	l
VIRSorter_utg001305l_segment0_LN:i:13667_RC:i:236_XC:f:0_857143	13667	l
VIRSorter_utg001307l_segment0_LN:i:11535_RC:i:1128_XC:f:0_916667	11535	l
VIRSorter_utg001310l_segment0_LN:i:30237_RC:i:5871_XC:f:1_000000	30237	l
VIRSorter_utg001311l_segment0_LN:i:16893_RC:i:2479_XC:f:1_000000	16893	l
VIRSorter_utg001312l_segment0_LN:i:11609_RC:i:993_XC:f:1_000000	11609	l
VIRSorter_utg001313l_segment0_LN:i:18773_RC:i:3571_XC:f:1_000000	18773	l
VIRSorter_utg001320l_segment0_LN:i:41347_RC:i:790_XC:f:0_939759	41347	l
VIRSorter_utg001323l_segment0_LN:i:20509_RC:i:277_XC:f:0_904762	20509	l
VIRSorter_utg001324l_segment0_LN:i:65445_RC:i:934_XC:f:0_931298	65445	l
VIRSorter_utg001326l_segment0_LN:i:14866_RC:i:352_XC:f:1_000000	14866	l
VIRSorter_utg001327l_segment0_LN:i:18132_RC:i:239_XC:f:0_918919	18132	l
VIRSorter_utg001328l_segment0_LN:i:18554_RC:i:2012_XC:f:0_973684	18554	l
VIRSorter_utg001329l_segment0_LN:i:17194_RC:i:395_XC:f:0_800000	17194	l
VIRSorter_utg001335l_segment0_LN:i:12429_RC:i:105_XC:f:0_760000	12429	l
VIRSorter_utg001336l_segment0_LN:i:14652_RC:i:816_XC:f:0_966667	14652	l
VIRSorter_utg001338l_segment0_LN:i:18292_RC:i:242_XC:f:0_891892	18292	l
VIRSorter_utg001340l_segment0_LN:i:19258_RC:i:1986_XC:f:1_000000	19258	l
VIRSorter_utg001343l_segment0_LN:i:37705_RC:i:7458_XC:f:0_986842	37705	l
